,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,un_pmra,un_pmdec,zero_point,un_plx,gmm_prob
2585,1636148068921376768,Gaia DR3 2076281959356301568,2076281959356301568,1487692268,2016.0,295.43429385790097,0.009720659,39.968238297051904,0.011818945,0.1572617197067566,0.012303442,10.3101,6.7500796,-2.4123466632999917,0.013520568,-6.304296745241144,0.015212675,-0.03580578,0.003527971,-0.10132531,-0.006644676,0.15858793,-0.016785944,-0.28113973,-0.13291733,0.0015890071,-0.10302427,359,0,356,3,-0.7510384,314.001,0.0,2.1454165e-15,31,False,1.3872123,,,,,,,,41,27,0.02167705,45,17,0,0.008853467,155.39107,0,0,0.9708477,0.17263699,0.15632896,0.20049751,0.1625701,-110.52686,82.293076,1.0832618,-21.609808,False,369,64967.63830708807,11.658568,5572.523,13.655624,43,22454.2906329115,26.51006,847.0102,14.460294,42,61169.54335601481,22.44387,2725.4453,12.781557,1.2871614,0.0,1.0,0.0,0.0,0.0,1.6787367,0.8046694,0.8740673,-2.396501,1.8144786,2.0,13.0,6.0,13.0,10.057762,,,827.63165,,4000.0,4.5,-0.25,222.0,,,,12.389307,0.035527155,7.0,,NOT_AVAILABLE,73.82433575892252,8.30293559605803,310.9367082381209,59.84456239596669,False,False,0,True,True,False,False,False,True,True,False,1.0203731e-13,5.096712e-13,0.9999985,4549.9004,4545.6465,4554.084,2.1027,2.0947,2.1106,-0.0403,-0.0409,-0.04,5593.259,5546.2656,5639.201,1.0626,1.0576,1.0677,0.793,0.7892,0.797,0.4161,0.414,0.4183,MARCS,0.5604736751020857,0.2413064551804835,-0.030412,7.82354537578632,1.0962880907335042e-29
2633,1636148068921376768,Gaia DR3 2076282028075801728,2076282028075801728,199792126,2016.0,295.48490575405424,0.008431691,39.95247835884962,0.009703884,0.4542672749904556,0.010306962,43.209267,4.4052963,-1.610301861945283,0.011341953,-4.100434688777229,0.012023995,0.032502577,0.09067513,-0.16857953,-0.075960666,0.16831309,-0.071311146,-0.39729467,-0.15889362,-0.14672785,-0.055063773,368,368,365,3,0.30174977,494.21893,0.04259936,2.222325,31,True,1.4200681,,,,,,,,43,26,0.017316764,47,19,0,0.009199569,143.17091,0,0,1.0103374,,,,,,,,,False,365,174639.73711397965,22.300318,7831.2666,12.582009,43,67688.7608857674,35.201283,1922.9061,13.262251,41,152362.3851247167,51.682278,2948.0586,11.790701,1.2600291,0.0,0.0,0.0,0.0,0.0,1.47155,0.6802416,0.7913084,-29.308037,0.76040965,1.0,18.0,8.0,17.0,24.70323,3.105953,0.3237217,886.11523,6.3211536,4500.0,2.5,0.25,222.0,13.079896,11.402702,7.0,11.511187,0.01336568,10.0,,NOT_AVAILABLE,73.82914296047852,8.261334171376191,310.99862458413315,59.81654339140701,False,False,0,True,True,False,False,False,True,True,False,1.02097455e-13,5.099717e-13,0.9999926,4659.277,4653.7524,4665.742,2.527,2.5193,2.5409,0.1712,0.1695,0.1734,2148.11,2116.012,2165.94,0.6345,0.6279,0.6423,0.483,0.4778,0.4891,0.2516,0.2489,0.2548,MARCS,0.7043370729447367,0.2932370812516372,-0.008911,2.2689202078702575,6.547380904507097e-11
2898,1636148068921376768,Gaia DR3 2076282371673187840,2076282371673187840,1801573253,2016.0,295.4546685835664,0.01167211,39.99217769961188,0.015249638,0.6078758667441972,0.014607937,39.70868,7.18038,-4.784003877462229,0.01570235,-5.35454561577761,0.019220231,0.076946154,0.05518082,-0.11062363,-0.041903358,-0.082419656,0.004834257,-0.4893325,-0.25320768,0.07112179,-0.009315122,340,0,338,2,-0.7588944,316.35846,0.0,0.0,31,False,1.532392,,,,,,,,39,27,0.02790893,43,18,0,0.010986701,160.68172,0,0,0.96974707,0.18419203,0.13815145,0.13307047,0.12948842,-131.39526,-79.52015,-6.155114,-26.09977,False,356,43170.43523593787,7.6421137,5649.0176,14.0994005,42,22124.44743254077,18.177906,1217.1064,14.476361,41,29961.66694739529,18.431158,1625.5988,13.55648,1.2065228,0.0,0.0,0.0,0.0,0.0,0.91988087,0.37696075,0.5429201,-6.5240984,3.851887,2.0,17.0,5.0,16.0,6.4654446,,,858.4435,,5750.0,4.5,0.0,222.0,,,,13.316619,0.06165685,12.0,,NOT_AVAILABLE,73.85313028087494,8.300698396741419,310.98216074585525,59.86176034858725,False,False,0,True,True,False,False,False,True,True,False,1.0238924e-13,5.114291e-13,0.99996364,5771.588,5673.5327,5797.0933,3.6931,3.6572,3.7023,-0.276,-0.3328,-0.2506,1846.6926,1829.3273,1890.574,0.2566,0.2021,0.2694,0.2131,0.1675,0.2239,0.1141,0.0897,0.1199,PHOENIX,0.3282261135693232,0.35895167170424336,-0.027814,2.403111852135302,5.3642140446157906e-30
2939,1636148068921376768,Gaia DR3 2076282440392679680,2076282440392679680,137179843,2016.0,295.48731793248663,0.013153572,39.98815327283782,0.015975563,0.6870533483150846,0.016510375,39.96804,11.28967,-4.0622779491497205,0.017781723,-10.533496294727223,0.01941968,0.018979887,0.031453047,-0.088868305,-0.02806805,0.034785658,-0.023372488,-0.33257493,-0.18737017,-0.070552856,-0.011618147,376,0,374,2,0.23155192,385.10275,0.0,0.0,31,False,1.551224,,,,,,,,43,27,0.027595561,47,18,0,0.0062196627,141.92833,0,0,1.0076299,0.2313199,0.14287527,0.111833625,0.13411094,-133.86357,-88.73188,3.2496474,-21.469276,False,377,27372.730607044807,5.501656,4975.362,14.594071,43,14537.156003405418,15.6359215,929.72815,14.9323435,42,18332.02714411011,10.5573225,1736.4277,14.0898695,1.2008003,0.0,1.0,0.0,0.0,0.0,0.842474,0.3382721,0.5042019,-26.175716,9.750002,2.0,10.0,3.0,10.0,3.6732304,,,855.30347,,6000.0,4.5,0.0,222.0,,,,13.819008,0.11540602,9.0,,NOT_AVAILABLE,73.86167531579922,8.276814954721456,311.02626334224647,59.849455551612245,False,False,0,True,True,False,False,False,True,True,False,1.0299463e-13,5.1445306e-13,0.9999037,6197.823,6167.446,6216.565,4.2162,4.1655,4.2372,0.0613,0.0442,0.0743,1348.7833,1303.9089,1474.0804,0.3926,0.3767,0.4076,0.333,0.3192,0.3459,0.1789,0.1715,0.1859,MARCS,0.43772787639314314,0.1843611983774177,-0.027166,2.403070306038054,8.489380838560767e-99
3025,1636148068921376768,Gaia DR3 2076285223531245440,2076285223531245440,1603403135,2016.0,295.2347557733794,0.011833189,39.81940907161052,0.011889602,0.32747044607092035,0.013737374,21.712843,9.187104,-4.860106824505532,0.01537355,-7.796296665747896,0.015045085,-0.02696571,0.05213103,-0.10974944,-0.13993077,0.17212912,-0.14739849,-0.17363402,-0.104802564,-0.18226919,-0.12232932,335,0,335,0,0.52996796,336.60513,0.0,0.0,31,False,1.4269149,,,,,,,,38,27,0.022289302,41,16,0,0.018611226,158.2929,0,0,1.0196829,0.10179838,0.05596936,0.24083534,0.14518864,-112.720215,49.17235,-11.35528,-21.833672,False,336,53870.41182578302,7.873999,6841.5566,13.858991,38,21271.013814819173,13.574465,1566.9873,14.519072,36,46395.25168232875,20.786179,2232.0242,13.081712,1.2560934,0.0,0.0,0.0,0.0,0.0,1.4373598,0.6600809,0.7772789,9.070198,2.8232963,2.0,20.0,4.0,19.0,10.366788,,,916.8517,,4750.0,3.0,0.25,222.0,,,,12.785263,0.048290517,16.0,,NOT_AVAILABLE,73.6182409543324,8.366219007453942,310.55019208088123,59.75631640541533,False,False,0,True,True,False,False,False,False,True,False,1.02071685e-13,5.0984293e-13,0.9999951,,,,,,,,,,,,,,,,,,,,,,,0.316321236448627,0.1929773281473343,-0.029193,4.194996575973422,5.214509229047768e-29
3075,1636148068921376768,Gaia DR3 2076285360970228608,2076285360970228608,800811551,2016.0,295.2831879815638,0.011302086,39.81897714065728,0.012109595,0.11425864484752629,0.013724534,5.951579,3.963878,-2.4552846432673032,0.01456933,-3.111897324297217,0.014347261,0.03484028,-0.01454508,-0.0642121,-0.060798194,0.18538988,-0.08225536,-0.21555914,-0.14465111,-0.1157586,-0.017546022,387,0,386,1,1.4629105,398.37024,0.0,0.0,31,False,1.347228,,,,,,,,44,27,0.020261373,47,18,0,0.018418204,161.50058,0,0,1.0525709,0.17823997,0.054740045,0.18566564,0.16506048,-111.68267,-78.73021,-6.6310897,-17.77827,False,381,45328.6475311041,16.119974,2811.9553,14.046435,43,13153.198309375182,19.098787,688.6929,15.040964,43,46990.2233478796,32.482628,1446.6263,13.067877,1.3268303,0.0,1.0,0.0,0.0,0.0,1.9730873,0.9945288,0.97855854,-96.57641,1.0355988,2.0,24.0,10.0,20.0,11.765219,,,886.11383,,4000.0,2.0,0.25,222.0,,,,12.695223,0.035089944,14.0,,NOT_AVAILABLE,73.6358166603894,8.33333159896008,310.6194266700441,59.74337630039084,False,False,0,True,True,False,False,False,False,True,False,1.0214543e-13,5.102113e-13,0.99998784,4695.4463,4686.5796,4707.4453,2.1805,2.1718,2.1921,0.1399,0.1396,0.14,6202.9565,6136.146,6254.0576,1.9786,1.9699,1.9912,1.4504,1.4435,1.4604,0.7646,0.7608,0.7701,MARCS,0.5933865973524055,0.46104544928197944,-0.032576,12.011812338851783,9.829629644506213e-66
3206,1636148068921376768,Gaia DR3 2076285567128682240,2076285567128682240,614350367,2016.0,295.2921236312271,0.012274273,39.855129787060754,0.011900176,0.33992659045224555,0.014903251,20.868305,4.436961,-2.942495956791907,0.015556834,-3.320894882708372,0.014212181,-0.12846635,-0.21417888,-0.04951915,0.0420387,0.31124505,-0.06499672,-0.2042403,-0.22406217,-0.17975408,-0.054079477,324,0,322,2,-0.016099662,313.1734,0.0,0.0,31,False,1.4435841,,,,,,,,37,24,0.02176611,41,14,0,0.013415393,138.89752,0,0,0.99830955,0.18674527,0.09941233,0.21647008,0.28013965,-124.11744,25.74651,3.3019972,-23.435514,False,334,54681.75321524409,7.7683077,7039.082,13.842761,38,22664.13068005987,13.373534,1694.7002,14.450194,40,45720.422807938834,20.237385,2259.206,13.09762,1.2505919,0.0,1.0,0.0,0.0,0.0,1.3525743,0.6074333,0.745141,-2.3934338,2.0610795,2.0,17.0,6.0,14.0,10.545131,,,885.9392,,4750.0,3.0,0.0,222.0,,,,12.77236,0.046292834,11.0,,NOT_AVAILABLE,73.67122724058136,8.344581381224542,310.65646991520646,59.77509438183116,False,False,0,True,True,False,False,False,False,True,False,1.02073704e-13,5.09853e-13,0.9999949,4785.863,4655.7354,4811.017,2.6069,2.3234,2.6871,-0.414,-0.4222,-0.408,3142.7627,2885.2922,4258.449,0.5028,0.3622,0.5282,0.3899,0.2795,0.4101,0.2067,0.1476,0.2176,PHOENIX,0.528695169965876,0.42796238670491094,-0.028921,4.3842557242057465,0.1529229673903094
3209,1636148068921376768,Gaia DR3 2076285567128685056,2076285567128685056,1933901,2016.0,295.2950173062956,0.008920731,39.85546383237769,0.008975077,0.4019081657620575,0.010681171,36.806843,18.613222,-9.064880614482693,0.011663843,-16.256690956265636,0.010605959,-0.09877323,-0.098315485,-0.09448373,-0.029504683,0.2930008,-0.09057502,-0.17636196,-0.17702392,-0.10691775,-0.12942602,335,335,335,0,-0.87643653,409.4149,0.03722552,1.5907898,31,False,1.4141834,,,,,,,,39,25,0.016635219,43,15,0,0.0096478155,132.72493,0,0,0.9650811,,,,,,,,,False,348,172459.06725458146,26.784098,6438.8604,12.595652,42,65232.8975304828,40.77001,1600.0216,13.302376,42,153046.46119137117,40.328228,3795.0208,11.785837,1.265688,0.0,1.0,0.0,0.0,0.0,1.5165386,0.70672417,0.80981445,-41.57488,0.50363374,1.0,20.0,5.0,17.0,28.764769,0.43858874,0.29902297,885.9392,7.2068596,4500.0,2.5,0.25,222.0,11.466158,8.710409,13.0,11.461864,0.01638257,15.0,,NOT_AVAILABLE,73.67259677575429,8.342789745589076,310.66084760741137,59.774658854164464,False,False,0,True,True,False,False,False,True,True,False,1.0206229e-13,5.0979604e-13,0.999996,4541.234,4529.3823,4585.893,2.1492,2.1329,2.2181,-0.1906,-0.192,-0.19,3049.309,2841.987,3100.7993,0.5385,0.5221,0.5913,0.4061,0.3935,0.4469,0.2131,0.2064,0.2347,PHOENIX,0.1286706741770545,0.0652405771170317,-0.008768,2.6576148259509598,8.880498044906219e-288
3334,1636148068921376768,Gaia DR3 2076285803339787392,2076285803339787392,1293325999,2016.0,295.2580185095333,0.010741927,39.869658677295625,0.011074867,0.2429217103638032,0.012903741,18.402393,5.7137475,-0.9439949899460828,0.014361827,-5.635226951549396,0.013429069,-0.08324488,-0.14253542,-0.08022686,0.006595838,0.27181193,-0.05034308,-0.22308843,-0.13661304,-0.15695909,-0.07888676,378,378,375,3,3.824173,814.7694,0.098016754,12.055346,31,False,1.3145287,,,,,,,,43,27,0.020219097,46,17,0,0.0039096028,170.60158,0,0,1.1428814,,,,,,,,,False,384,207083.36879987863,84.37548,2454.3074,12.397004,43,51088.86741339417,92.06483,554.9227,13.567726,43,232540.22959655864,193.02974,1204.686,11.331651,1.3696373,0.0,0.0,0.0,0.0,0.0,2.2360754,1.170722,1.0653534,-34.494476,0.28879312,1.0,25.0,12.0,21.0,50.482018,0.21401384,0.38035116,855.20135,5.2075768,3800.0,2.5,0.25,222.0,10.033661,4.060785,13.0,10.852007,0.02095336,13.0,,NOT_AVAILABLE,73.67148754434659,8.374520354670747,310.6172445988189,59.79760599656371,False,False,0,True,True,False,False,False,False,True,False,1.03506843e-13,5.1701146e-13,0.999853,,,,,,,,,,,,,,,,,,,,,,,1.5213880532162878,0.23830573489693613,-0.005462,5.31189286485558,6.234952522289621e-36
3487,1636148068921376768,Gaia DR3 2076286116884440448,2076286116884440448,1132588186,2016.0,295.2032229461152,0.012995221,39.85079388789106,0.014931724,0.6573790276538442,0.015994007,39.334236,19.771957,-10.006479416824382,0.017030023,-17.052877990909113,0.019859733,-0.02762488,-0.025337597,-0.018126698,-0.053799033,0.11689065,-0.05557303,-0.30781513,-0.17118207,-0.081280224,-0.07198452,350,0,349,1,1.5431905,390.16534,0.029576465,0.37672028,31,False,1.4730119,,,,,,,,40,26,0.028106362,43,15,0,0.011915645,142.59407,0,0,1.0584191,0.23925395,0.090458214,0.116011485,0.19220248,-122.64798,74.549614,4.964187,-26.312502,False,356,34961.736616113216,6.0176587,5809.857,14.328384,39,15699.780721176105,16.924747,927.62274,14.848808,39,27443.550186988767,16.539852,1659.2379,13.651794,1.2340157,0.0,0.0,0.0,1.0,0.0,1.1970139,0.5204239,0.67658997,-14.8118925,4.201818,2.0,20.0,7.0,18.0,6.7337255,,,858.4434,,5000.0,3.5,-0.25,222.0,,,,13.373628,0.16159941,14.0,,NOT_AVAILABLE,73.6344369153947,8.402476168866782,310.52589029954777,59.79402128924289,False,False,0,True,True,False,False,False,False,True,False,1.0220781e-13,5.105229e-13,0.99998164,,,,,,,,,,,,,,,,,,,,,,,0.1701899568330355,0.11645971436954643,-0.028267,2.432996236141254,0.0
3579,1636148068921376768,Gaia DR3 2076286288683119616,2076286288683119616,752272804,2016.0,295.1769932029229,0.014816542,39.85581101912267,0.015835803,0.2858159750612732,0.0179476,14.328378,3.8383791,-0.4829754133853302,0.019196419,-3.80787189206922,0.019121278,-0.023520112,-0.004066222,-0.040344577,-0.053511105,0.25460544,-0.0897181,-0.1835593,-0.15704538,-0.14634071,-0.041889098,375,0,375,0,1.6594355,420.552,0.04353231,0.6518191,31,False,1.4326168,,,,,,,,43,27,0.02705698,46,16,0,0.013749032,4.715809,0,0,1.0606992,0.2125393,0.024581209,0.15082589,0.19352296,-105.89241,70.65236,-0.17585902,-23.8687,False,371,26004.69653458357,5.4351225,4784.565,14.649737,44,10439.392039129894,11.102182,940.3009,15.291854,43,22201.863086721267,13.19341,1682.7994,13.881922,1.2552061,0.0,3.0,0.0,0.0,0.0,1.4099321,0.64211655,0.7678156,-7.9858327,3.312239,2.0,24.0,7.0,19.0,6.4068546,,,916.8516,,4750.0,3.5,-0.25,222.0,,,,13.5838995,0.06296312,18.0,,NOT_AVAILABLE,73.62918545362983,8.422567276882765,310.49155225085894,59.80552299238607,False,False,0,True,True,False,False,False,True,True,False,1.020579e-13,5.0977744e-13,0.9999964,4822.155,4818.545,4826.045,3.2393,3.2195,3.2532,0.0809,0.0741,0.087,2179.4084,2145.489,2229.8623,0.6814,0.6774,0.6863,0.5263,0.523,0.5302,0.2773,0.2755,0.2795,MARCS,3.974616195355809,0.5021512945281724,-0.028656,6.279425072777125,1.0213718789871387e-24
3600,1636148068921376768,Gaia DR3 2076286323042870912,2076286323042870912,879520081,2016.0,295.19064178605544,0.011865878,39.86595565136526,0.013265269,0.8221672653833526,0.014985036,53.01831,11.859564,-3.821881557175921,0.015859265,-11.22686428886891,0.015522753,-0.083907016,-0.07386917,0.0064440556,-0.03772545,0.3314547,-0.111895315,-0.17598444,-0.19227211,-0.16224302,-0.053159166,359,0,357,2,-1.0230174,328.9132,0.0,0.0,31,False,1.5447469,,,,,,,,41,27,0.022320772,44,15,0,0.015701767,9.935139,0,0,0.96075785,0.16458015,0.078098916,0.16544728,0.18891098,-124.78873,64.63686,-0.07247258,-22.993649,False,358,42310.94797183938,7.3476663,5758.42,14.121235,39,22260.567013641677,19.705832,1129.6437,14.469702,37,28536.464975823445,17.045057,1674.1783,13.609395,1.2005647,0.0,0.0,0.0,0.0,0.0,0.86030674,0.34846687,0.51183987,-27.276848,3.0891054,2.0,25.0,7.0,20.0,6.443414,,,916.8516,,6000.0,4.5,0.0,222.0,,,,13.364225,0.08004959,18.0,,NOT_AVAILABLE,73.6432501426224,8.41819681283133,310.51795938601003,59.81154947491871,False,False,0,True,True,False,False,False,True,True,False,1.0276925e-13,5.1332723e-13,0.99992603,6043.644,6035.978,6052.383,4.1192,4.0688,4.1461,0.1774,0.1719,0.1846,1230.8063,1186.9902,1333.0574,0.3401,0.3345,0.3461,0.2865,0.2817,0.2916,0.1533,0.1507,0.1561,MARCS,0.414959615120014,0.1382643683988443,-0.027686,1.822626201617613,5.361821679789148e-144
3684,1636148068921376768,Gaia DR3 2076286494841576064,2076286494841576064,1532639289,2016.0,295.21505817045886,0.0134442095,39.85876479507647,0.01463969,0.15946906835936542,0.01680813,7.78808,8.317877,-5.176231411663284,0.017521873,-6.511045078359793,0.018151311,-0.026570138,-0.022460219,-0.042038225,0.0022183824,0.23337074,-0.04356835,-0.11595787,-0.18148242,-0.09283442,0.022164539,362,0,360,2,0.109817035,360.33673,0.0,0.0,31,False,1.4429431,,,,,,,,41,27,0.02534378,44,15,0,0.024902958,107.334236,0,0,1.0031841,0.21199153,0.05826151,0.17285568,0.21319146,-95.05801,74.29689,-0.55313814,-24.223711,False,357,30491.49379911009,5.965952,5110.9185,14.47692,39,12613.157417315197,16.303425,773.65076,15.086483,39,25525.112596232604,13.938272,1831.2968,13.730476,1.2507839,0.0,0.0,0.0,0.0,0.0,1.3560066,0.6095629,0.74644375,-87.2856,2.9589024,2.0,22.0,5.0,19.0,6.492481,,,916.8516,,5000.0,3.0,-0.5,222.0,,,,13.442822,0.057767175,18.0,,NOT_AVAILABLE,73.64590007380245,8.398294874627407,310.5482312765964,59.79846680883474,False,False,0,True,True,False,False,False,False,True,False,1.0204339e-13,5.0970155e-13,0.9999979,,,,,,,,,,,,,,,,,,,,,,,0.33850636894863395,0.2787772282567659,-0.028566,10.54005655950951,2.39391932746598e-70
3734,1636148068921376768,Gaia DR3 2076286597920824064,2076286597920824064,374876481,2016.0,295.2485694959171,0.014107099,39.88623958667111,0.016312022,0.249274423961684,0.017266365,12.771271,4.382501,-1.67304936755117,0.019617306,-4.0505830540032015,0.02056499,-0.09238005,-0.11428499,-0.05959647,0.037424378,0.2231758,0.005041227,-0.40752125,-0.15802471,-0.09584286,-0.09941417,364,0,364,0,0.6936698,379.16602,0.0,0.0,31,False,1.429926,,,,,,,,43,27,0.03002904,47,17,0,0.014486838,160.01634,0,0,1.0250626,0.14158992,0.07182348,0.14641997,0.20657156,-119.05018,56.705814,-2.9332054,-25.459713,False,360,28539.841619789164,5.324041,5360.56,14.548738,40,11382.151688065387,17.269323,659.09656,15.197981,40,24521.59439158198,17.289944,1418.2576,13.774024,1.258022,0.0,6.0,0.0,1.0,0.0,1.4239569,0.64924335,0.7747135,-7.360605,3.2519572,2.0,15.0,6.0,14.0,5.429703,,,858.4434,,4750.0,3.0,-0.25,222.0,,,,13.381436,0.15335144,10.0,,NOT_AVAILABLE,73.68271347901587,8.388808943997965,310.61479666305064,59.81566124674541,False,False,0,True,True,False,False,False,False,True,False,1.0204325e-13,5.097029e-13,0.999998,,,,,,,,,,,,,,,,,,,,,,,1.1725479463115729,0.5077044397269072,-0.028761,6.926649242865772,1.1082481045809036e-12
3754,1636148068921376768,Gaia DR3 2076286632280552960,2076286632280552960,230288429,2016.0,295.2311643270951,0.015950324,39.88565985624546,0.017806955,0.7595931101672138,0.020010788,36.939682,3.633128,1.0905793590323716,0.021430163,-3.4655815457768666,0.021841917,-0.0662676,-0.13470905,-0.07677339,0.010119498,0.31468835,-0.07091175,-0.35933378,-0.194465,-0.20636351,-0.0264827,363,363,362,1,11.687974,1596.453,0.18311019,43.25258,31,True,1.4845513,,,,,,,,41,26,0.031358045,45,17,1,0.010742393,166.99608,0,0,1.466837,,,,,,,,,False,346,1229857.513985513,211.96318,5802.222,10.462729,37,566189.766447401,206.83488,2737.3997,10.956137,38,943577.1839136564,205.95729,4581.4214,9.810952,1.227595,0.0,0.0,0.0,0.0,0.0,1.1451845,0.49340725,0.65177727,2.1071439,0.3108975,1.0,19.0,8.0,15.0,97.129456,4.8738637,1.6326893e-09,784.89844,3.6311927,5000.0,2.5,-0.5,222.0,9.790032,1.8664954,10.0,9.566743,0.0058104577,10.0,,NOT_AVAILABLE,73.6757541458544,8.400267655586125,310.58940063675675,59.81962125229562,False,False,2,True,True,False,False,False,False,True,False,1.0221868e-13,5.105772e-13,0.99998057,,,,,,,,,,,,,,,,,,,,,,,1.9650255455975385,0.6302525769914837,-0.020401,2.6344088344343866,1.2750759115876947e-77
3794,1636148068921376768,Gaia DR3 2076286701000005248,2076286701000005248,1682578724,2016.0,295.203279992776,0.009535863,39.87052005456336,0.011075332,0.35068907510734276,0.012012818,26.745022,8.877144,-2.6243289137325267,0.012799777,-8.480364217122824,0.015048275,-0.07364017,-0.007055117,-0.037142977,-0.037295982,0.18436934,-0.06872614,-0.2702825,-0.22433011,0.033738226,-0.09964296,340,9,338,2,1.3808072,363.87332,0.0,0.0,31,False,1.4277552,,,,,,,,39,27,0.021281796,43,16,0,0.018824551,123.74946,0,0,1.052961,,,,,,,,,False,342,83477.95084014992,11.197492,7455.058,13.383437,37,33043.59507776759,26.774397,1234.149,14.040824,36,72101.46329525756,26.992132,2671.203,12.603035,1.2595549,0.0,0.0,0.0,0.0,0.0,1.437789,0.6573868,0.7804022,3.7185638,1.1243366,2.0,22.0,7.0,18.0,16.618391,,,858.4434,,4500.0,3.0,-0.5,222.0,,,,12.271089,0.05371506,15.0,,NOT_AVAILABLE,73.65198285309921,8.411848712607412,310.53918021649525,59.812580436518665,False,False,0,True,True,False,False,False,False,True,False,1.0203155e-13,5.0964246e-13,0.9999991,,,,,,,,,,,,,,,,,,,,,,,0.4877352428280475,0.17744845167871226,-0.029406,3.425489658131775,1.7920095131623096e-40
3832,1636148068921376768,Gaia DR3 2076286769719477120,2076286769719477120,496001974,2016.0,295.1850606106784,0.023399714,39.88261315990925,0.025068695,0.496430656556693,0.028294751,16.574615,8.883889,-3.4129140470010086,0.03023163,-8.202164996379189,0.02948021,-0.114495754,-0.16801123,0.029808471,0.00014140378,0.18518466,-0.06585903,-0.19872372,-0.20301473,-0.1238093,-0.029639853,373,0,373,0,18.009012,1135.9913,0.23761888,17.773094,31,False,1.5173628,,,,,,,,43,27,0.04219381,46,17,0,0.022168828,176.41576,35,0,1.7314994,0.14561574,0.08206364,0.12549114,0.14151295,-106.68459,55.463177,-9.920959,-26.193926,False,375,24213.998994890346,11.915099,2032.2113,14.7272005,44,12249.792199617164,12.536658,977.1178,15.11822,41,17676.13590558611,14.915734,1185.0664,14.129427,1.2358937,0.0,1.0,0.0,0.0,0.0,0.9887934,0.39101982,0.59777355,-6.665571,5.3504186,2.0,21.0,5.0,17.0,4.801913,,,885.9392,,5500.0,4.5,0.0,222.0,,,,13.86106,0.078073636,17.0,,NOT_AVAILABLE,73.65598585609911,8.429905861662112,310.5210948844909,59.828676487015606,False,False,0,True,True,False,False,False,False,True,False,1.0286146e-13,5.14595e-13,0.9999169,5761.4136,5746.927,5776.8657,4.117,4.099,4.1348,-0.1759,-0.189,-0.1638,1487.1187,1439.2749,1537.9489,0.3701,0.3625,0.3782,0.3052,0.2988,0.3121,0.1632,0.1597,0.1669,PHOENIX,0.8858010950075083,0.35941986064671844,-0.027456,5.699638131991291,3.364377119246478e-33
