,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,un_pmra,un_pmdec,zero_point,un_plx,gmm_prob
11058,1636148068921376768,Gaia DR3 2051094346980238336,2051094346980238336,571270,2016.0,290.2398553251304,0.008961136,37.56847941546037,0.009846536,0.9882316420948544,0.011043401,86.89982,5.4681816,5.106392543238628,0.010963805,1.9559568503653173,0.011450651,-0.04305744,-0.06302174,0.033567533,-0.014045885,0.16803572,-0.08269943,-0.32278627,-0.24220654,-0.16152397,0.0630249,399,8,398,1,0.9282955,422.40945,0.0,0.0,31,False,1.554059,,,,,,,,47,27,0.016669486,50,22,0,0.028650643,7.629219,0,0,1.0324359,,,,,,,,,False,395,81689.76468352712,29.436417,2775.126,13.406948,48,43783.63441438,86.476135,506.30887,13.735263,46,54280.37092483063,45.44972,1194.295,12.911288,1.2004442,0.0,1.0,0.0,1.0,0.0,0.8239746,0.32831478,0.49565983,-2.1226594,2.8584073,2.0,22.0,5.0,18.0,12.213821,,,857.9424,,6250.0,4.0,0.0,222.0,,,,12.760701,0.040489797,17.0,,NOT_AVAILABLE,69.77928697585685,10.801161592568867,301.94375691527983,58.783729160221526,False,False,0,True,True,False,False,False,True,True,False,1.0246188e-13,5.1179194e-13,0.9999564,6515.8887,6440.8936,6544.8345,4.1016,4.0594,4.1205,0.1029,0.0574,0.1224,1018.0489,998.9788,1058.6034,0.5356,0.4952,0.5517,0.4587,0.4236,0.4728,0.2469,0.2281,0.2544,MARCS,0.2147074457586926,0.5854245198640932,-0.028562,1.1174911356400397,3.075051635357558e-176
11099,1636148068921376768,Gaia DR3 2051094514478219776,2051094514478219776,269489818,2016.0,290.2933165506682,0.01000043,37.57949650757281,0.012159939,0.7023820719490036,0.012108138,55.27168,17.150703,-5.821926700744066,0.012501389,-16.132320987709974,0.014483361,-0.120725624,0.02531671,-0.069000855,0.06898698,0.009185389,0.030687485,-0.44238466,-0.1530616,0.04165727,-0.034315314,399,399,395,4,-1.8934511,1090.8317,0.10358364,16.618155,31,False,1.4590695,,,,,,,,46,27,0.021041771,49,25,1,0.015842648,15.572285,0,0,0.93214047,,,,,,,,,False,357,525173.0203934258,107.56386,4882.43,11.386611,49,227440.21181569636,119.0854,1909.8916,11.946374,48,424280.4186454712,113.844574,3726.839,10.678763,1.2409637,0.0,0.0,0.0,0.0,0.0,1.2676105,0.55976295,0.7078476,30.560638,0.26200134,1.0,24.0,5.0,18.0,67.51961,0.14057982,0.26690185,857.9424,3.9243202,4750.0,2.5,0.0,222.0,10.873349,2.236506,18.0,10.396503,0.0076100808,18.0,73.04084,NOT_AVAILABLE,69.8083036653397,10.767931512237976,302.02822120930085,58.78308511845849,False,False,0,True,True,True,False,False,False,True,False,1.02089154e-13,5.099302e-13,0.9999934,,,,,,,,,,,,,,,,,,,,,,,0.2147294124881763,0.08977853224612753,-0.033145,1.7238677471367905,3.034074817587947e-173
11433,1636148068921376768,Gaia DR3 2051095343412525312,2051095343412525312,1194000849,2016.0,290.1070131101532,0.010440699,37.51853384024654,0.012324858,0.9969769894339874,0.013548755,71.50221,13.402531,6.311908461222726,0.013955834,11.823182304803415,0.014479338,-0.10133789,-0.121498205,0.004934239,0.044639036,0.21614248,-0.043345977,-0.29860684,-0.21851695,-0.16683327,0.043123834,437,0,436,1,1.5269244,480.85925,0.0,0.0,31,False,1.5231225,,,,,,,,51,27,0.020849727,54,22,0,0.023668772,5.638633,0,0,1.0516689,0.1226176,0.14347915,0.14021398,0.19655594,-112.37562,68.82032,-3.2209764,-35.044914,False,429,42968.89734666178,13.576331,3164.9858,14.104482,53,21603.024633604717,21.586393,1000.77045,14.502255,51,30456.06334169464,32.829697,927.6986,13.538712,1.2115529,0.0,1.0,0.0,0.0,0.0,0.9635439,0.39777374,0.56577015,-89.51821,6.813634,2.0,23.0,5.0,17.0,6.9115324,,,883.9417,,5750.0,4.0,0.0,222.0,,,,13.335792,0.051879603,19.0,,VARIABLE,69.68656625204251,10.873932747886434,301.72233263019496,58.76343490795023,False,False,0,True,True,False,True,False,True,True,False,1.02720444e-13,5.1308345e-13,0.9999309,5693.9014,5654.196,5724.4194,4.0435,4.0171,4.0751,-0.3155,-0.344,-0.2917,967.7731,938.8272,991.0617,0.3053,0.2852,0.3229,0.2522,0.2354,0.2669,0.1352,0.1262,0.1431,PHOENIX,0.22110323820026556,0.12246565794826207,-0.028211,1.358983722151102,0.0
11485,1636148068921376768,Gaia DR3 2051095446491752320,2051095446491752320,1693524621,2016.0,290.1232179886642,0.0123425145,37.52378944940506,0.0143950535,0.2079637380326738,0.01603721,11.152983,8.627824,-3.9970732876970825,0.016368225,-7.646093476408533,0.016957702,-0.050805956,-0.14714487,0.0089543015,0.03299665,0.24206048,-0.05420166,-0.30552483,-0.22043937,-0.18007095,0.054350447,435,0,435,0,2.3257916,502.57187,0.0,3.876689e-15,31,False,1.4282069,,,,,,,,51,27,0.024565516,53,22,0,0.017478436,4.4117517,0,0,1.0795528,0.09853593,0.10590487,0.12360246,0.19034036,-99.39671,76.033424,-5.8736334,-33.628136,False,408,29558.025303614777,6.1112566,4836.653,14.510678,47,11738.863894432729,14.99807,782.69165,15.164477,45,25503.452677020017,17.10465,1491.0245,13.731398,1.259973,0.0,18.0,0.0,16.0,0.0,1.4330797,0.65379906,0.77928066,-15.541011,2.591963,2.0,23.0,6.0,17.0,5.9545884,,,883.9417,,4750.0,2.5,0.0,222.0,,,,13.455973,0.056064192,17.0,,NOT_AVAILABLE,69.69710916388175,10.864680239842532,301.7489133736499,58.76511378176031,False,False,0,True,True,False,False,False,False,True,False,1.020628e-13,5.0984916e-13,0.999996,,,,,,,,,,,,,,,,,,,,,,,0.40950525101406304,0.22178256193599727,-0.029101,7.711541517627629,6.643825454225893e-40
11528,1636148068921376768,Gaia DR3 2051095549571007744,2051095549571007744,1165879388,2016.0,290.1793609172032,0.018144794,37.52258551235597,0.021772658,0.6404877101670584,0.023159437,26.476927,4.577344,0.3010230007440043,0.024227008,-4.567434985900841,0.027120706,-0.1242798,-0.15956147,-0.0070484327,0.1038227,0.2267979,0.044082616,-0.3573409,-0.117922306,-0.06328173,-0.0071673873,396,0,395,1,12.059085,855.1764,0.17787492,12.7194,31,False,1.5741704,,,,,,,,47,27,0.03870351,50,21,0,0.012386126,6.265165,0,0,1.4605379,0.11308747,0.13028294,0.07241202,0.21150583,-109.97835,71.55577,-4.1233487,-39.551903,False,386,29340.843020657,8.694146,3374.7815,14.518685,48,16446.626071320246,14.437441,1139.1649,14.79835,47,18861.740472781414,14.176681,1330.4766,14.058941,1.2033862,0.0,0.0,0.0,1.0,0.0,0.73940945,0.279665,0.45974445,-4.014158,12.292131,2.0,22.0,3.0,17.0,4.1718936,,,857.9424,,6750.0,3.5,0.0,222.0,,,,13.838444,0.118721396,20.0,,NOT_AVAILABLE,69.715877291407,10.824129533583593,301.8311024714413,58.75218776927594,False,False,0,True,True,False,False,False,True,True,False,1.0270511e-13,5.132182e-13,0.99993235,6543.717,6510.672,6561.6997,3.9942,3.8833,4.0682,-0.4414,-0.4557,-0.4259,1834.6315,1644.7349,2133.0847,0.397,0.3819,0.4089,0.3433,0.33,0.3538,0.1856,0.1784,0.1913,A,8.048224866578588,0.5937841717226097,-0.027297,3.615906540027025,1.0448463494698191e-35
11639,1636148068921376768,Gaia DR3 2051095790089157632,2051095790089157632,1104672732,2016.0,290.1421610314306,0.008536872,37.531278424652776,0.009757697,0.9741291714735114,0.01105905,86.42217,16.43885,-7.107532372920658,0.010997674,-14.82291333264744,0.011260243,-0.10737183,-0.19453077,-0.0063554165,0.07894012,0.26870593,-0.03551867,-0.30324712,-0.23759486,-0.19652255,0.055971336,406,397,404,2,-0.35464644,597.1713,0.058141902,4.1049175,31,False,1.5680472,,,,,,,,48,26,0.016426045,51,22,0,0.022170631,12.487653,0,0,0.98664016,,,,,,,,,False,400,153911.82702336265,27.738337,5548.704,12.719187,47,84554.30617519679,41.467834,2039.0336,13.020703,46,99470.46551700673,46.372204,2145.045,12.25366,1.1956506,0.0,0.0,0.0,1.0,0.0,0.7670431,0.30151653,0.46552658,-44.059383,1.8337893,2.0,30.0,8.0,21.0,22.51283,,,883.94165,,6750.0,3.5,0.0,222.0,,,,12.091861,0.01969615,22.0,,NOT_AVAILABLE,69.71066556616525,10.854456642648117,301.7806713343037,58.76837024547675,False,False,0,True,True,False,False,False,True,True,False,1.0258483e-13,5.124061e-13,0.9999443,6235.713,6186.5645,6277.5205,3.7116,3.6901,3.7326,-0.4213,-0.4429,-0.4018,1132.6936,1106.6339,1155.533,0.2392,0.2094,0.264,0.2044,0.1787,0.2258,0.1103,0.0964,0.1219,PHOENIX,0.15473266139315225,0.07596511392399047,-0.018382,1.1352755182633107,9.280047479304884e-205
11651,1636148068921376768,Gaia DR3 2051095824448918016,2051095824448918016,136770593,2016.0,290.1569991561958,0.013828567,37.55025360654764,0.016319532,0.9261728950329959,0.01791478,50.143955,5.2528486,-0.2361172807977068,0.018011425,-5.247539386236557,0.018898284,-0.12909143,-0.124040864,-0.060429573,0.08044723,0.294842,-0.027164625,-0.38224685,-0.22254705,-0.2011418,0.0155954715,397,0,397,0,-1.6430103,356.6909,0.0,0.0,31,False,1.5121611,,,,,,,,47,26,0.02750254,50,22,0,0.026956959,6.628621,0,0,0.9410653,0.11585192,0.13019809,0.14139853,0.25402018,-100.13998,63.41861,-8.972844,-39.24678,False,394,25336.59981177126,5.0895143,4978.1963,14.677996,50,12460.709547553872,12.357616,1008.34247,15.099686,47,18191.801097723222,12.208729,1490.0652,14.0982065,1.2098116,0.0,0.0,0.0,0.0,0.0,1.0014791,0.42169,0.57978916,-28.224905,12.0121355,2.0,22.0,1.0,17.0,3.827425,,,855.12787,,5500.0,4.5,0.0,222.0,,,,13.912685,0.091952085,22.0,,NOT_AVAILABLE,69.73328213031738,10.852196130831466,301.8122359254367,58.78356061867426,False,False,0,True,True,False,False,False,True,True,False,1.02617e-13,5.125668e-13,0.9999412,5421.3506,5404.3477,5444.4023,4.3068,4.2997,4.3145,0.1423,0.1227,0.1679,1029.291,1015.4238,1041.1305,0.2187,0.2065,0.2345,0.1786,0.1685,0.1916,0.0947,0.0893,0.1016,MARCS,7.628168907904402,0.36013610587787354,-0.027855,1.934280315918959,8.129453024505719e-75
11659,1636148068921376768,Gaia DR3 2051095858808641408,2051095858808641408,793250937,2016.0,290.1436731350741,0.014085965,37.542233943207,0.016238712,0.701580806522472,0.018513536,36.3865,18.326277,-1.464221576043943,0.018890059,-18.26768930426999,0.02002761,-0.101657994,-0.10041863,-0.035595927,0.03360977,0.32400692,-0.041024413,-0.20284599,-0.15916327,-0.14913532,0.01961416,400,0,399,1,1.1544213,438.2711,0.0,0.0,31,False,1.5036806,,,,,,,,47,26,0.028182631,50,21,0,0.02159797,8.649245,0,0,1.0405477,0.13122304,0.12363181,0.11772262,0.2405366,-105.001854,57.790802,-9.331885,-36.876415,False,376,24798.18879150854,5.126157,4837.579,14.701317,46,11983.815313124642,19.340864,619.61115,15.142055,46,18198.764055269334,13.279878,1370.4015,14.097791,1.2171284,1.0,2.0,0.0,2.0,0.0,1.0442638,0.44073772,0.6035261,8.558877,10.114999,2.0,19.0,3.0,16.0,4.264307,,,883.94165,,5500.0,4.5,0.0,222.0,,,,13.735881,0.050651565,18.0,,NOT_AVAILABLE,69.72122783946212,10.858179150254893,301.78848569600297,58.77861960331722,False,False,0,True,True,False,False,False,True,True,False,1.02546315e-13,5.1221386e-13,0.99994814,5315.002,5299.077,5338.5103,4.1262,4.1124,4.1442,-0.013,-0.0301,0.0109,1363.793,1324.3923,1397.1075,0.2624,0.2504,0.2779,0.2129,0.2031,0.2257,0.1132,0.108,0.1201,MARCS,1.2901093187711017,0.1096340629973307,-0.027938,2.6388315968571185,1.38915569627e-313
11747,1636148068921376768,Gaia DR3 2051096133686488448,2051096133686488448,1657211484,2016.0,290.07751990200273,0.009463197,37.51631055736338,0.011071223,0.9278013533945566,0.012171417,73.88477,5.9580665,3.922690851762477,0.012754524,4.484535063057173,0.013093785,-0.037603375,-0.14359446,-0.0021792455,-0.002357235,0.21195756,-0.06384974,-0.2878713,-0.15248148,-0.15229432,0.034271404,404,0,403,1,4.56583,544.7059,0.055959277,2.7759192,31,False,1.5606124,,,,,,,,47,27,0.018763091,50,19,0,0.026141865,6.432963,0,0,1.1652396,0.17617449,0.11190265,0.18433459,0.18765861,-106.39177,82.0389,-13.895581,-30.144468,False,396,81718.30910261653,13.564601,6024.38,13.406569,49,44271.34629162848,26.5676,1666.366,13.723235,48,53820.61635926331,21.772007,2472.0098,12.920524,1.200367,0.0,3.0,0.0,2.0,0.0,0.8027115,0.3166666,0.48604488,8.991836,3.1569624,2.0,22.0,4.0,17.0,11.008274,,,855.12787,,6500.0,4.0,0.0,222.0,,,,12.749916,0.026817385,18.0,,NOT_AVAILABLE,69.67410197524276,10.893991654838068,301.6776842882411,58.76745490065873,False,False,0,True,True,False,False,False,True,True,False,1.0241281e-13,5.1154686e-13,0.9999614,6373.9556,6346.111,6405.9165,4.044,4.0068,4.0952,-0.3267,-0.3469,-0.3081,953.8687,897.5491,992.2768,0.4338,0.4197,0.4491,0.3715,0.3592,0.3849,0.2012,0.1945,0.2084,MARCS,0.3251473155033197,0.2919764215439934,-0.028519,1.3118559221182755,1.1829660770936303e-161
11865,1636148068921376768,Gaia DR3 2051096374204676096,2051096374204676096,1612236631,2016.0,290.07711910953793,0.014559701,37.54920054802935,0.015851324,0.413971490091338,0.018034203,21.375523,7.4500384,-3.197557301326946,0.019070636,-6.728944693406294,0.018728515,-0.016977647,-0.12029663,-0.136145,-0.015759692,0.24151489,-0.088682204,-0.32222557,-0.1963427,-0.16461973,0.0787183,397,0,394,3,1.5994253,444.2364,0.0,0.0,31,False,1.457784,,,,,,,,46,27,0.027935328,49,22,0,0.027597938,8.542059,0,0,1.0570138,0.10983988,0.0456312,0.14181161,0.24185526,-102.21379,67.29605,-12.36624,-36.480515,False,392,24505.437815227622,5.0963945,4808.387,14.7142105,47,10569.95332331848,15.459686,683.71075,15.278359,46,19864.0538923654,12.413611,1600.1833,14.002726,1.2419287,0.0,1.0,0.0,0.0,0.0,1.2756338,0.5641489,0.7114849,7.2512136,4.667712,2.0,17.0,5.0,13.0,4.0766716,,,883.94165,,5000.0,3.5,0.0,222.0,,,,13.685399,0.08561851,13.0,,NOT_AVAILABLE,69.70407722367416,10.908670654793506,301.693812899053,58.79926651173668,False,False,0,True,True,False,False,False,True,True,False,1.0211062e-13,5.10038e-13,0.9999913,4900.406,4895.8804,4904.3433,3.2836,3.2463,3.3015,-0.1003,-0.1211,-0.0942,2280.9883,2236.5095,2380.678,0.4563,0.4508,0.4608,0.358,0.3536,0.3616,0.1897,0.1874,0.1917,MARCS,0.5964126426158469,0.2783276702861313,-0.028481,4.3563876816785045,7.551117503180171e-37
12035,1636148068921376768,Gaia DR3 2051096786521626880,2051096786521626880,418198422,2016.0,290.1686936882819,0.012595297,37.589470242962605,0.015243031,0.9599059317842727,0.016355602,56.99912,3.8339276,0.6970203788436291,0.01612596,-3.770034997481086,0.017199824,-0.028466389,0.013859645,-0.12691791,-0.01661389,0.23642011,-0.07891965,-0.29674903,-0.2240515,-0.14933535,0.07235378,397,0,395,2,1.3499393,437.839,0.041693956,0.7421349,31,False,1.5462902,,,,,,,,46,27,0.024981154,50,22,0,0.025724603,14.719671,0,2,1.0478547,0.15061428,0.15373287,0.15185782,0.17567414,-115.41437,74.62327,-15.936014,-35.26487,False,389,31203.054746831414,6.629433,4706.7456,14.451874,46,16483.782755461645,26.457085,623.0385,14.7959,43,21294.960419063656,22.842077,932.269,13.927203,1.2107387,0.0,29.0,0.0,26.0,0.0,0.86869717,0.34402657,0.5246706,-33.03376,6.111942,2.0,15.0,2.0,14.0,4.5211143,,,857.9423,,5500.0,1.5,-0.5,111.0,,,,13.830371,0.09308466,13.0,,NOT_AVAILABLE,69.77331085936628,10.861050935490615,301.84953015207,58.81892514589573,False,False,0,True,True,False,False,False,True,True,False,1.0355536e-13,5.1725383e-13,0.99984825,5712.1416,5686.2236,5739.6904,4.2898,4.2795,4.3001,-0.4289,-0.4567,-0.3997,1009.8247,993.0947,1026.5417,0.1756,0.1604,0.1916,0.1469,0.1341,0.1605,0.0793,0.0723,0.0866,MARCS,2.3135564596767306,0.45622451811433856,-0.027651,1.7038755005501647,5.003875310423236e-87
12206,1636148068921376768,Gaia DR3 2051097164478752000,2051097164478752000,144847369,2016.0,290.2081057511855,0.014278526,37.55178306701844,0.015662322,0.5311533073315812,0.017698636,28.399607,20.298574,-9.405764662661763,0.018075945,-17.987877675541633,0.018308453,-0.107088596,-0.1636964,-0.058199525,0.039956506,0.21929602,-0.045686185,-0.31720516,-0.19193222,-0.19990869,0.015769513,384,9,384,0,2.8999727,471.78244,0.066530354,1.8088069,31,False,1.4659338,,,,,,,,46,27,0.026370749,49,22,0,0.028288482,12.301434,0,0,1.10625,,,,,,,,,False,383,29916.26398414873,5.5384316,5401.5767,14.497599,48,13191.717008732556,15.957224,826.6925,15.037789,48,23938.46340572153,14.77808,1619.8629,13.800155,1.2411369,0.0,1.0,0.0,1.0,0.0,1.2376347,0.5401907,0.69744396,8.660235,4.544794,2.0,21.0,7.0,17.0,5.084484,,,829.1286,,5250.0,3.5,0.0,222.0,,,,13.649659,0.08276165,14.0,,NOT_AVAILABLE,69.75276970857607,10.816451350536788,301.88839588828023,58.7743078301724,False,False,0,True,True,False,False,False,True,True,False,1.0226209e-13,5.1079404e-13,0.9999763,5382.189,5358.218,5450.1772,3.537,3.4644,3.5539,-0.04,-0.0441,-0.0385,2063.6123,2020.8524,2258.03,0.7815,0.7618,0.8325,0.6259,0.6098,0.6682,0.3352,0.3264,0.3584,MARCS,0.1921794308947194,0.10178217425224244,-0.028519,3.332114430184906,6.973000116948335e-233
12236,1636148068921376768,Gaia DR3 2051097198838506752,2051097198838506752,513261568,2016.0,290.22398371168543,0.019706303,37.56224479047656,0.021875124,0.540208603866771,0.024404455,20.974228,6.9238734,-3.4100372646330914,0.024566222,-6.0259162765324366,0.02508325,-0.09897519,-0.10688174,0.01888339,-0.022899488,0.18647282,-0.100070074,-0.2868568,-0.20551738,-0.1659658,0.024968257,395,0,395,0,21.476706,1355.5651,0.23013298,30.019266,31,False,1.5175855,,,,,,,,46,26,0.03611645,49,22,0,0.030497804,4.8185673,0,0,1.8593724,0.14193058,0.13222843,0.11894603,0.16934398,-96.04075,57.362324,-19.201029,-43.332024,False,379,47221.47905178299,7.7046027,6128.996,14.002018,45,23484.93980453352,17.511324,1341.1288,14.411569,44,33841.64949109603,17.179398,1969.8973,13.424267,1.2139939,0.0,0.0,0.0,1.0,0.0,0.9873018,0.40955067,0.57775116,-51.326534,3.0913255,2.0,23.0,2.0,20.0,8.648842,,,857.9424,,5750.0,4.0,0.0,222.0,,,,13.197707,0.03872288,22.0,,NOT_AVAILABLE,69.76796298248118,10.809730162456534,301.91716117845607,58.78105720918936,False,False,0,True,True,False,False,False,True,True,False,1.0230903e-13,5.1102845e-13,0.9999716,6049.0215,6041.7964,6056.807,3.4765,3.4642,3.4861,-0.0676,-0.0691,-0.0656,2565.365,2538.6204,2600.9417,0.5597,0.5545,0.5649,0.4649,0.4604,0.4692,0.2488,0.2463,0.2512,PHOENIX,0.720409194784657,0.41625619820980897,-0.028344,4.517598354656852,2.2107602057267086e-30
12276,1636148068921376768,Gaia DR3 2051097301918252288,2051097301918252288,710896912,2016.0,290.2383952951262,0.013457853,37.57305498650123,0.014506727,0.9130549321405229,0.016353613,54.125713,19.380085,-9.052164551872185,0.017173996,-17.13610335049168,0.017289286,-0.063350976,-0.16163267,-0.1645201,0.034334194,0.19133204,-0.027712882,-0.34547213,-0.10833078,-0.2232649,0.020273617,404,0,402,2,1.729926,455.31424,0.04677198,0.930297,31,False,1.5281516,,,,,,,,47,27,0.024944302,49,24,0,0.031526346,8.225505,0,0,1.0611602,0.065546006,0.09138316,0.1052738,0.17740366,-133.15482,53.63614,-18.772484,-39.455734,False,392,32751.09572559253,6.051778,5411.814,14.3993025,48,16670.298685618738,19.13885,871.01886,14.783684,47,22972.767643924755,18.591574,1235.6548,13.844862,1.2104348,0.0,0.0,0.0,1.0,0.0,0.9388218,0.3843813,0.5544405,-25.32692,4.95643,2.0,23.0,8.0,19.0,5.4670563,,,857.9424,,5750.0,4.0,0.0,222.0,,,,13.697862,0.074414514,16.0,,NOT_AVAILABLE,69.7829554231867,10.804209584352831,301.9439484691203,58.78844775707993,False,False,0,True,True,False,False,False,True,True,False,1.0230174e-13,5.109921e-13,0.99997234,5729.934,5709.3423,5747.9175,4.1225,4.1092,4.1364,-0.1387,-0.1576,-0.1217,1053.7457,1039.1165,1069.6556,0.3272,0.3141,0.3388,0.2719,0.2609,0.2817,0.146,0.1401,0.1513,MARCS,0.18972253433515018,0.10089391763328695,-0.027904,1.7910875265370247,2.335500394518116e-242
12319,1636148068921376768,Gaia DR3 2051097404996969984,2051097404996969984,110148393,2016.0,290.2321345482761,0.016115867,37.59807286305832,0.018389897,0.7503885983917391,0.020019026,36.082253,7.041211,-6.3482238692827,0.020305732,-3.0460968095382803,0.02198174,-0.12033813,-0.08047154,-0.12663193,0.010604972,0.20818177,-0.04688528,-0.3217643,-0.121642746,-0.18756042,0.013824818,442,0,439,3,8.407155,746.3741,0.14854579,8.822379,31,False,1.5027121,,,,,,,,51,26,0.03142407,53,25,0,0.038901094,11.348438,0,0,1.2976888,0.16480474,0.16482064,0.11916126,0.21828365,-117.281425,58.765522,-8.417392,-36.771362,False,430,28558.93022291805,6.9299235,4121.103,14.548012,50,13848.946521895004,15.5274935,891.8984,14.985001,48,21166.07205590748,12.670328,1670.5228,13.933795,1.2260619,0.0,0.0,0.0,1.0,0.0,1.0512056,0.43698883,0.6142168,-59.75148,5.5126615,2.0,15.0,6.0,12.0,4.7711754,,,857.86835,,5250.0,4.5,0.0,222.0,,,,13.642959,0.1146033,12.0,,NOT_AVAILABLE,69.80362569086255,10.819646007608316,301.9475421503962,58.8138847990994,False,False,0,True,True,False,False,False,False,True,False,1.02400876e-13,5.1178517e-13,0.9999625,,,,,,,,,,,,,,,,,,,,,,,0.3198647750633657,0.7216362897977604,-0.028057,2.667821185303924,1.579590642021496e-148
12383,1636148068921376768,Gaia DR3 2051097542435892736,2051097542435892736,992769482,2016.0,290.19485699990065,0.015343203,37.596971731903714,0.018669352,0.2325914729034693,0.01992295,10.196356,2.379037,-0.4790843118872989,0.0195738,-2.3302992512935754,0.021297721,-0.06292998,0.019916462,-0.101075895,-0.012533822,0.23350759,-0.07191554,-0.30172044,-0.1855104,-0.18728949,0.07088827,405,0,402,3,0.3496448,412.334,0.0,0.0,31,False,1.4054189,,,,,,,,47,26,0.030846225,50,22,0,0.022396613,3.1587753,0,0,1.0115911,0.16339666,0.17511967,0.14003971,0.13950053,-99.79646,71.94133,-14.776456,-35.541176,False,392,18310.32755335703,4.887058,3746.6975,15.030626,48,6756.972716227882,9.799222,689.54175,15.764162,49,16478.365607891115,10.855867,1517.9225,14.20561,1.2689744,0.0,1.0,0.0,0.0,0.0,1.5585518,0.73353577,0.825016,-48.956474,3.065241,2.0,18.0,2.0,16.0,4.4968386,,,857.9423,,4500.0,2.0,0.0,111.0,,,,13.849384,0.08827589,18.0,,NOT_AVAILABLE,69.7894287730285,10.845706146799063,301.8919800806004,58.82066327499016,False,False,0,True,False,False,False,False,True,True,False,1.0209129e-13,5.09951e-13,0.9999932,4534.2363,4508.7715,4560.609,2.6164,2.5655,2.6547,0.1631,0.1574,0.1738,4709.154,4530.6685,4979.506,0.5599,0.5214,0.5943,0.4191,0.3899,0.4455,0.2184,0.203,0.2322,PHOENIX,4.085669163928831,0.913947896956899,-0.02945,8.565640756859763,0.9978676000445741
