ID,TENTATIVE_TYPE,KIC,KIC_STATUS,NEW DETECTION,NAME,GAIA_ID,LITERATURE,MEMBER,VAR,VAR_REF,CMD,PERIOD,Q_PHASED,PHASED_LC,FT,COORDINATES,RA,DEC,DIST,Peph,Teph,EPH,GAIA_DR3_RV,GAIA_DR3_RV_ERR,LINK,FREQUENCY,PLX,PLXERR,PMRA,PMRAERR,PMDEC,PMDECERR,BP_RP,BPRP_EXCESS,GMAG,J_M,H_M,K_M,I_ROSVIK,IERR_ROSVIK,Vmag,e_Vmag,U_B,e_U_B,B_V,e_B_V,V_Milliman,VI_Miliiman,g,gerr,r,rerr,i,ierr,z,zerr,y,yerr,NOTES,USED_SPEC,Teff,logg,Rv,Fe/H,PETERS fits,NOT,APOGEE,LAMOST6_id,HECTOSPEC,APO35,XT_Teff,XT_Tefferr,XT_logg,XT_loggerr,XT_Rv,XT_Rverr,[M/H],XT_class,WOCS_XXIV,WOCS_LX,CLASS,TEFF,DR2_TEFF,DR2_LOGG,DR2_RV,DR2_RVERR,RV_HOLE,RV_HOLE_ER,RV_LEE,RV_LEE_ER,RV_PLASTIAS,RV_PLASTIAS_ER,RV_MILLIMAN,RV_MILLIMAN_ER,RV_GAO,RV_GAO_ER,RV_PROB,P5D-PM-POS-PLX,P4D-PM-POS,P3D-PM-PLX,P5D_nf,P4D_nf,P3D_nf,REF
40,Rotational,5112157,14lc,,KIC5112157,Gaia DR3 2076488873696743936,,field,rotating_BY Dra_vsx,Reinhold13,below RGB,27.93296089,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_040.png,,,19 40 59.63 +40 16 5.94,295.2484725,40.26831753,,,,,-29.36356,6.7867646,http://aladin.u-strasbg.fr/AladinLite/?target=295.2484725%2040.26831753,0.0358,3.197360617,0.019917477,-9.154732304,0.022869786,-6.840355288,0.023691999,1.8224115,1.310743,15.165053,13.072,12.411,12.227,null,null,15.83,0.005,1.237,0.028,1.452,0.007,,,16.46,0.0037,15.2664,0.0029,14.6655,0.0041,14.3568,0.007,14.2082,0.0031,Solar like,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,,,0,0,0,
41,Rotational,5112117,14lc,,KIC5112117,Gaia DR3 2076488873696744064,,field,rotating,Reinhold13,below RGB,13.69863014,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_041.png,,,19 40 57.78 +40 15 53.85,295.2407649,40.26495696,,,,,14.440368,4.8065567,http://aladin.u-strasbg.fr/AladinLite/?target=295.2407649%2040.26495696,0.073,3.792773249,0.017988108,6.568965351,0.020587698,-17.24981771,0.021579416,1.7702818,1.3034539,14.966162,12.95,12.272,12.139,null,null,15.632,0.004,1.177,0.023,1.402,0.006,,,16.8746,0.1915,,,14.4534,0.0089,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,,,0,0,0,
42,Binary,5111658,nodata,,Cl* NGC 6819 SHLP 37318,Gaia DR3 2076491588108524160,,field,binary,ST02,below AGB,1.3541,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_042.png,https://drive.google.com/file/d/1BU9bkMY47oL_6pIC3rJTLjQn5oZwZ0Zs/view?usp=sharing,https://drive.google.com/file/d/1_AcQPR3X_B8xoGUAiGUvHhIg9IFCueqU/view?usp=sharing,19 40 33.5 +40 15 57.6,295.1395833,40.266,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.1395833%2040.266,0.7384978953,1.617938486,0.15831502,1.896297098,0.16880734,2.203644198,0.19317752,2.4711819,1.604145,17.491634,14.126,13.456,13.364,null,null,,,,,,,,,19.1072,0.0088,17.8869,0.0074,16.7154,0.0031,16.1565,0.0029,15.9146,0.0048,p1.3541 p1.916,NOT,4470(60),4.572(57),89.0(6),-0.755(0.063),ok,https://astroserver.org/tracking/YIE7AQ.php?pass=wlbfjq,,,,,4470,60,4.572,0.057,-89,0.6,-0.811,?,,,,5403.33,,,,,,,,,,,,,1.31,0.25,0.8766704358,,,,0,0,0,
44,Rotational,5112066,nodata,new detection,GAIA DR2 2076488835038990976,Gaia DR3 2076488835038990976,,field,rotating,NEW,MS,11.13154,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_044.png,https://drive.google.com/file/d/1r7bMsgLnfyOk2TSnrwX6kxu_50UqIynC/view?usp=sharing,https://drive.google.com/file/d/1GcDwiKuQ1DMEmvwIGLsNzs5nmVEu3N4p/view?usp=sharing,19 40 55.73 +40 15 45.48,295.2322221,40.26263432,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.23222210000006%2040.26263432,0.08983482968,0.1612170608,0.12943879,-2.568420496,0.1482804,-8.122433819,0.1656412,1.0610218,1.2314452,18.715137,null,null,null,null,null,19.065,0.012,0.612,0.102,0.788,0.023,,,19.2547,0.0083,18.6854,0.0048,18.4703,0.0073,18.3925,0.0194,18.3323,0.0145,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,6.07E-141,,6.33E-143,6.07E-141,1.06E-134,
46,Pulsating,5111987,14lc,,KIC 5111987,Gaia DR3 2076488804977149568,,field,solar-like,Balona13,below RGB,0.119760479,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_046.png,,,19 40 51.98 +40 15 36.17,295.2165693,40.26004654,,,,,26.879873,6.079512,http://aladin.u-strasbg.fr/AladinLite/?target=295.2165693%2040.26004654,8.350000003,0.2182344208,0.018630216,-0.7048478842,0.02151659,-4.236626431,0.022208469,1.4971209,1.2613683,14.948859,13.07,12.477,12.305,null,null,15.387,0.004,1.337,0.02,1.328,0.005,15.38,1.36,15.9156,0.0034,14.9411,0.0037,14.5567,0.0041,14.3436,0.0015,14.2135,0.0026,solar like,,,,,,,,,,,,,,,,,,,,29013,29013,,nan,,,,,30.32,0.37,,,30.32,0.37,30.32,0.37,,,0.3595439012,5.29E-62,5.15E-49,9.73E-60,5.29E-62,5.15E-49,9.73E-60,
47,Rotational,5111890,14lc,,KIC5111890,Gaia DR3 2076488633178431232,,field,rotating,Nielsen13,below RGB,8.209506609,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_047.png,,,19 40 46.79 +40 14 58.6,295.1949666,40.24961063,,,,,-37.900013,6.861818,http://aladin.u-strasbg.fr/AladinLite/?target=295.19496660000004%2040.24961063,0.12181,0.6159014441,0.012857757,-0.2300341196,0.014532662,-3.7593719,0.014348405,0.8998623,1.2115977,13.850815,12.697,12.385,12.347,13.9872,0.01985950654,14.011,0.002,0.201,0.004,0.679,0.002,14.03,0.81,14.2908,0.0024,13.8236,0.0021,13.6786,0.0012,13.636,0.0014,13.5996,0.0019,,,,,,,,,,,,,,,,,,,,,9014,9014,,nan,,,,,-25.57,5.48,,,-25.57,5.48,-28.94,5.32,,,0.9070136258,3.50E-94,4.23E-69,1.43E-91,3.50E-94,4.23E-69,1.43E-91,
48,Rotational,5111800,nodata,new detection,[GXC2015] 295.17346+40.23553,Gaia DR3 2076488495739451136,,cluster,rotating,NEW,MS,3.86785,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_048.png,https://drive.google.com/file/d/1BMLfSbRY33szXqyi3qX6IQCqxiGYZo6t/view?usp=sharing,https://drive.google.com/file/d/1w2ks7ub3r-lFy4sulSZVPrX4Yvk3vfRP/view?usp=sharing,19 40 41.64 +40 14 7.85,295.1734811,40.23551512,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.1734811%2040.23551512,0.258541567,0.3830381416,0.021175148,-2.852939013,0.023017863,-3.985477871,0.025393175,0.77193546,1.1953675,15.180556,14.163,13.915,13.828,null,null,15.314,0.004,0.015,0.007,0.537,0.004,15.32,0.68,15.5211,0.0037,15.1786,0.0017,15.0754,0.0017,15.0474,0.0049,15.0185,0.0061,solar like,,,,,,,,,,,,,,,,,,,,,30015,,nan,,,,,1.65,0.29,,,1.65,0.29,1.55,0.19,,,0.9070136258,0.9809051652,0.9456009597,0.9872224034,0.9809051652,0.9456009597,0.9872224034,
49,Rotational,,nokic,new detection,GAIA DR2 2076581988577868032,Gaia DR3 2076581988577868032,,?,rotating,NEW,below MS,3.96475,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_049.png,https://drive.google.com/file/d/1SVzfjOvvfcOJs8aEY2KEisyU6siFl4xu/view?usp=sharing,https://drive.google.com/file/d/1gju_6_KJLH11bBjcdAapAEiEXUP_dRfV/view?usp=sharing,19 41 5.76 +40 16 33.44,295.2740033,40.27595426,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.2740033%2040.27595426,0.2522227127,,,,,,,1.0876255,2.2323666,21.030579,null,null,null,null,null,,,,,,,,,,,21.8772,0.1839,20.4812,0.0334,19.6997,0.0613,19.264,0.0192,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,,,,,,
51,Rotational,5112068,nodata,new detection,NGC 6819 21,Gaia DR3 2076488770617529088,,cluster,rotating,NEW,MS,15.921475,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_051.png,https://drive.google.com/file/d/1YzkRK0wJemm2Qi4DHN3KNC54EWAccq1A/view?usp=sharing,https://drive.google.com/file/d/1TU1X3-acRJDxjok93nGgiTakPqX2k6mk/view?usp=sharing,19 40 55.79 +40 15 33.76,295.2324531,40.25937816,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.23245310000004%2040.25937816,0.06280825112,0.3575198544,0.0189402,-2.853136062,0.021489289,-3.898996086,0.022059027,0.7850437,1.1982524,14.981528,14.689,13.71,13.826,null,null,15.139,0.003,0.039,0.006,0.534,0.004,15.14,0.72,15.333,0.0017,14.989,0.0024,14.8772,0.0028,14.8427,0.0038,14.8213,0.0029,,LAMOST,,,,,,,,http://dr6.lamost.org/spectrum/view?obsid=373109014,,,,,,,,,,,17012,17012,F5,nan,,,,,1.31,0.25,1.5,1.1,1.31,0.25,1.31,0.25,1.97,0.09,nan,0.9895199795,0.9666051885,0.9901110262,0.9895199795,0.9666051885,0.9901110262,
52,Binary,5111916,nodata,new detection,GAIA DR2 2076489011128317824,Gaia DR3 2076489011128317824,,field,binary,NEW,below MS,0.29543799,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_052.png,https://drive.google.com/file/d/1sA-rB0yrpCCAvriTieWtH2oGIEmoYP4I/view?usp=sharing,https://drive.google.com/file/d/1zwD3_mIW0NfeZYIjzimS6xmXWQVfW-X9/view?usp=sharing,19 40 48.35 +40 15 16.87,295.2014711,40.25468738,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.2014711%2040.25468738,3.384805048,0.4540291784,0.30215424,-2.064505543,0.3224773,-4.771587264,0.37439668,1.0915966,1.0705997,19.854399,null,null,null,null,null,,,,,,,,,20.3272,0.0193,19.8201,0.0068,19.6893,0.0139,19.5319,0.0411,19.4826,0.0345,new EB,,,,,,,,,,,,,,,,,,,,,,,nan,6250,4.5,-13.467332,5.8179893,,,,,,,,,,,nan,,1.24E-13,,1.33E-13,1.24E-13,3.56E-14,
53,Rotational,5111932,14lc,,KIC 5111932,Gaia DR3 2076488427020146176,,field,rotating,VSX,HB,1.434514417,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_053.png,,,19 40 49.32 +40 14 39.72,295.2055119,40.24436685,,,,,-13.451289,2.685627,http://aladin.u-strasbg.fr/AladinLite/?target=295.2055119%2040.24436685,0.6971,1.89551168,0.011562953,10.46848049,0.012683421,2.920750981,0.013027538,0.64323044,1.1893973,12.214994,11.371,11.125,11.091,12.09,null,,,,,,,12.27,0.55,12.371,,12.152,,12.123,,12.156,,12.1922,0.0026,solar like,LAMOST,6556(16),4.216(27),-19(5),-0.133(0.015),,,,http://dr6.lamost.org/spectrum/view?obsid=579909014,,,,,,,,,,,2013,2013,F5,nan,,,,,-13.7,0.36,,,-13.7,0.36,-14.12,0.34,,,0.9996621446,,,,0,0,0,
54,Rotational,5111870,nodata,new detection,GAIA DR2 2076488628871828992,Gaia DR3 2076488628871828992,,field,rotating,NEW,MS,5.173382,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_054.png,https://drive.google.com/file/d/1jNO-iXcs8DsKpyENvVHxRsE_CAX0DbK9/view?usp=sharing,https://drive.google.com/file/d/1wg2avkmTU-yenF-MpkK5wyOazn1yWo0s/view?usp=sharing,19 40 45.55 +40 14 39.21,295.1898072,40.24422522,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.18980719999996%2040.24422522,0.1932971507,0.3934009419,0.14256345,-0.698362412,0.16108385,-4.685504014,0.17833322,1.4929771,1.1963087,18.803389,null,null,null,13.7548,0.01464854942,19.311,0.015,,,1.198,0.035,,,19.734,0.0108,18.7745,0.0086,18.4205,0.0042,18.2611,0.0191,18.1065,0.0246,solar like,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,9.10E-69,4.97E-55,7.51E-67,9.10E-69,4.97E-55,7.51E-67,
58,Rotational,5112298,nodata,new detection,[GXC2015] 295.27358+40.26706,Gaia DR3 2076488152142173312,,cluster,rotating,NEW,MS,2.363937,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_058.png,https://drive.google.com/file/d/1ghZ_bmtUffCZkVmhT5zreFlJdmzbDdSp/view?usp=sharing,https://drive.google.com/file/d/1a2SQ-MjnX8nQr5fHdAaXL49ouqqTVSP9/view?usp=sharing,19 41 5.66 +40 16 1.41,295.273575,40.26705811,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.273575%2040.26705811,0.4230231178,0.3645610884,0.024584776,-2.911725024,0.029116036,-3.598293428,0.029126627,0.8224163,1.2029291,15.687995,14.649,14.441,14.381,null,null,15.861,0.005,0.086,0.009,0.584,0.006,15.84,0.75,16.0577,0.0053,15.6881,0.0014,15.5728,0.0019,15.5265,0.0035,15.482,0.0041,,,,,,,,,,,,,,,,,,,,,39010,39010,,nan,,,,,0.91,0.46,,,0.91,0.46,0.9,0.46,,,nan,0.9713878955,0.9260332949,0.9670093805,0.9713878955,0.9260332949,0.9670093805,
59,Rotational,,nokic,new detection,GAIA DR2 2076488152135136256,Gaia DR3 2076488152135136256,,field,rotating,NEW,MS,0.969174,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_059.png,https://drive.google.com/file/d/1N3QdMDj4j1EUsR4QTtRoLVVlVvznhCur/view?usp=sharing,https://drive.google.com/file/d/1GAbKxbvTnezGM6rdYm_KVdIJES7NEx5H/view?usp=sharing,19 41 5.5 +40 15 40.66,295.2729095,40.26129392,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.2729095%2040.26129392,1.031806466,0.4779209591,0.33021718,-3.405759704,0.38060385,-5.77881083,0.41989988,1.9047108,1.1797988,20.024128,null,null,null,null,null,20.783,0.049,,,1.539,0.15,,,21.2238,0.0421,20.2036,0.0397,19.649,0.0255,19.3689,0.0174,19.1476,0.0521,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,4.15E-28,,1.56E-27,4.15E-28,9.65E-26,
60,Rotational,5112203,nodata,new detection,GAIA DR2 2076488113482225920,Gaia DR3 2076488113482225920,,field,rotating,NEW,MS,24.013194,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_060.png,https://drive.google.com/file/d/11tn7Lf9Rhfg4h2rouaIliPqfg3-BrY-9/view?usp=sharing,https://drive.google.com/file/d/1c5oAnBGOQGs14bUVhgQIls7hWrmcPot8/view?usp=sharing,19 41 1.76 +40 15 14.0,295.2573184,40.25388891,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.2573184%2040.25388891,0.041643773,0.2726132376,0.08561111,-0.5512815801,0.09219929,-4.9529956,0.10174398,1.2298031,1.2104739,17.996958,null,null,null,null,null,18.408,0.007,0.929,0.082,0.962,0.015,,,18.6855,0.0117,17.983,0.0045,17.7039,0.0065,17.5421,0.0038,17.4382,0.0133,,,,,,,,,,,,,,,,,,,,,,,,3888.25,,,,,,,,,,,,,,,nan,1.01E-83,7.43E-67,1.00E-80,1.01E-83,7.43E-67,1.00E-80,
61,Pulsating,5112211,nodata,new detection,2MASS J19410188+4015011,Gaia DR3 2076488117782408192,,field,solar-like,NEW,RGB,19.288132,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_061.png,https://drive.google.com/file/d/1VvdA9b4Nc4LeYOTevOgRwF_1j5m8B5sz/view?usp=sharing,https://drive.google.com/file/d/1xvX6Wcxw7k9WUQXliGXziRmO1Gvx0_ZH/view?usp=sharing,19 41 1.88 +40 15 1.13,295.257845,40.25031458,,,,,-38.26768,1.9498117,http://aladin.u-strasbg.fr/AladinLite/?target=295.25784500000003%2040.25031458,0.05184535236,0.160099706,0.014317631,-5.008917783,0.015921427,-6.903122733,0.016930021,1.4341307,1.2548866,14.423902,12.587,11.998,11.883,17.7065,0.05152882688,14.845,0.003,1.299,0.013,1.3,0.004,14.82,1.3,15.3269,0.0028,14.4115,0.0035,14.0617,8.00E-04,13.8601,0.0026,13.7382,0.002,solar like,,,,,,,,,,,,,,,,,,,,15009,15009,,nan,,,,,-39.19,0.18,,,-39.19,0.18,-39.19,0.18,,,0.7460291777,9.79E-133,1.31E-103,8.32E-126,9.79E-133,1.31E-103,8.32E-126,
64,Pulsating,5112103,nodata,new detection,2MASS J19405730+4014232,Gaia DR3 2076488014703171328,,field,solar-like,NEW,below RGB,0.187005,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_064.png,https://drive.google.com/file/d/1HvdO9_lqAnGvuZyM73WYZsnV4BENs1-f/view?usp=sharing,https://drive.google.com/file/d/1R14mcuYhnjFf8Iyxc5qERA0dJgAc0CfE/view?usp=sharing,19 40 57.31 +40 14 23.28,295.2387933,40.23980027,,,,,0.18161398,3.9287717,http://aladin.u-strasbg.fr/AladinLite/?target=295.2387933%2040.23980027,5.347450603,0.2088578237,0.017374067,-2.856167709,0.018592227,-6.148818191,0.01993411,1.4935589,1.2657924,14.804156,12.912,12.265,12.193,14.8094,0.01666883319,15.262,0.004,1.3,0.018,1.314,0.005,15.23,1.37,15.7633,0.0044,14.806,0.0024,14.4136,0.0026,14.2042,0.0026,14.0689,0.0022,solar like,,,,,,,,,,,,,,,,,,,,,23010,,5641.64,,,,,-3.38,0.3,,,-3.38,0.3,-3.38,0.3,,,0.9355547056,1.12E-49,4.51E-39,3.12E-47,1.12E-49,4.51E-39,3.12E-47,
65,Rotational,5112036,nodata,new detection,GAIA DR2 2076488731950773760,Gaia DR3 2076488731950773760,,field,rotating,NEW,MS,4.458662,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_065.png,https://drive.google.com/file/d/1CHeD-O14UQIH30PGxXf-Ytq7ZF-GXb3G/view?usp=sharing,https://drive.google.com/file/d/1j45ueRvtUDOah5MJULdiHmql0rV1UVR5/view?usp=sharing,19 40 54.21 +40 14 20.92,295.2258794,40.23914437,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.2258794%2040.23914437,0.2242825314,0.3157102489,0.08270565,-3.684770964,0.09164461,-7.964857929,0.101676546,0.96339417,1.2259003,17.97558,16.563,16.038,15.589,14.5517,0.02167879148,18.233,0.007,0.116,0.032,0.64,0.012,,,18.459,0.0087,18.0234,0.0155,17.8055,0.0112,17.7035,0.0191,17.6606,0.0118,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,5.99E-157,3.04E-128,2.55E-148,5.99E-157,3.04E-128,2.55E-148,
66,Binary,5111817,nodata,,V* V2380 Cyg,Gaia DR3 2076488285274150784,,field,contact,ST02,MS,0.2899406782,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_066.png,https://drive.google.com/file/d/1YucknFFyUuIR-Z7K3ISXu7sIX5nuGTcC/view?usp=sharing,https://drive.google.com/file/d/1GPQdBFhuINt3PHEU9VJo1w3O0wZNKFZy/view?usp=sharing,19 40 42.71 +40 13 25.9,295.1779583,40.22386111,,0.28994151(7),2454964.73887(21),T = (0.2899415081673326 +/- 7.235099386531103e-08)*E + (2454964.738871682 +/- 0.00020832625115911225),nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.1779583%2040.22386111,3.448981378,-0.1879397623,0.26392505,-2.692890112,0.2855862,-7.492571883,0.4319279,1.7323666,1.2563094,19.637646,null,null,null,12.7044,0.02261526033,20.204,0.031,,,1.486,0.088,,,20.7446,0.0473,19.7622,0.024,19.1862,0.0256,19.0231,0.0378,18.6542,0.0434,EB,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,,,1.98E-116,3.17E-80,5.66E-112,WUMa wtype http://simbad.u-strasbg.fr/simbad/sim-ref?querymethod=bib&simbo=on&submit=submit+bibcode&bibcode=2013AN....334..860A
67,Pulsating,5111940,14lc,,KIC 5111940,Gaia DR3 2076488427020005632,,cluster,solar-like,Basu11,RGB,0.2247191011,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_067.png,,,19 40 49.65 +40 14 31.28,295.2068922,40.24202259,,,,,2.7171464,0.7641489,http://aladin.u-strasbg.fr/AladinLite/?target=295.20689219999997%2040.24202259,4.45,0.3792703405,0.011987369,-2.85503511,0.01306769,-3.759949751,0.013731981,1.3800211,1.2516261,13.004639,11.227,10.66,10.529,null,null,13.378,0.001,1.034,0.005,1.19,0.002,13.37,1.28,13.8495,0.0086,13.0385,0.001,13.151,,12.678,,12.3592,0.0034,solar like,APOGEE,4771(92),2.79(11),2.964(71),0.200(28),,,http://skyserver.sdss.org/dr12/en/tools/explore/summary.aspx?apid=2M19404965+4014313,http://dr6.lamost.org/spectrum/view?obsid=52809014,,,,,,,,,,,5012,5012,G5,nan,,,,,2.87,0.19,2.8,0.8,2.87,0.19,2.87,0.19,,,0.8537558486,0.9875396706,0.962131475,0.989217228,0.9875396706,0.962131475,0.989217228,
68,Pulsating,5111863,nodata,new detection,2MASS J19404529+4014175,Gaia DR3 2076488598818838400,,field,solar-like,NEW,RGB,11.624086,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_068.png,https://drive.google.com/file/d/13P4zyFpURyhLNlfaaFDij22if0hUWwYq/view?usp=sharing,https://drive.google.com/file/d/1SJ54zyDNYBdyhlXqbutFEILGMoydPu3N/view?usp=sharing,19 40 45.3 +40 14 17.48,295.18873,40.23818777,,,,,-99.6694,3.7919693,http://aladin.u-strasbg.fr/AladinLite/?target=295.18872999999996%2040.23818777,0.08602826923,0.1200290168,0.01844758,-2.434203501,0.020466201,-6.72136143,0.021332342,1.3296614,1.2481598,14.885941,13.174,12.623,12.503,13.7576,0.01579430277,15.226,0.004,0.786,0.012,1.126,0.005,15.22,1.2,15.6563,8.00E-04,14.8741,0.0024,14.551,7.00E-04,14.3751,0.004,14.2607,0.0028,solar like,,,,,,,,,,,,,,,,,,,,20014,20014,,nan,,,,,-103.67,0.17,,,-103.67,0.17,-103.67,0.17,,,0.01699317159,1.04E-84,1.15E-65,4.14E-80,1.04E-84,1.15E-65,4.14E-80,
70,Rotational,5111802,nodata,,Cl* NGC 6819 SHLP 36729,Gaia DR3 2076488495732070016,,field,rotating,ST02,MS,14.200235,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_070.png,https://drive.google.com/file/d/1h2BPzQ1uSCdsx3H0drwnh_WyTQtRhbQ9/view?usp=sharing,https://drive.google.com/file/d/1SO9TFjVYY5cUnBKD0vaxweUwI9W9SeNS/view?usp=sharing,19 40 41.72 +40 13 37.7,295.1738333,40.22713889,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.1738333%2040.22713889,0.07042136979,-0.2792309131,0.16520217,-2.617896373,0.18289416,-2.706362887,0.21927278,1.3370304,1.2292317,19.035181,null,null,null,11.9729,0.02163330765,19.477,0.017,,,0.902,0.034,,,19.8573,0.0116,19.0397,0.0126,18.7264,0.0146,18.572,0.0054,18.4579,0.0229,,,,,,,,,,,,,,,,,,,,,,,,nan,4000,3,-122.556076,1.2661555,,,,,,,,,,,nan,,,,9.45E-33,1.63E-07,2.19E-31,
71,Rotational,5111755,nodata,new detection,2MASS J19403923+4012430,Gaia DR3 2076488461379688448,,field,rotating,NEW*,below AGB,26.8169,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_071.png,https://drive.google.com/file/d/10o-nrehXWHLK4_2YFN-EiQrUJa0l6liJ/view?usp=sharing,https://drive.google.com/file/d/1TvehagDFTWAWcFYm29hTLfwQL_ncNX1e/view?usp=sharing,19 40 39.23 +40 12 43.02,295.1634687,40.21195067,,,,,-125.47662,1.187058,http://aladin.u-strasbg.fr/AladinLite/?target=295.1634687%2040.21195067,0.03728991792,0.07493922955,0.01894162,-3.687728299,0.02065236,-5.293934349,0.022204772,2.8818178,1.4737065,12.862899,9.692,8.807,8.472,null,null,14.263,0.002,1.262,0.012,1.714,0.003,14.19,2.9,14.9031,0.0017,13.8657,0,12.472,,11.684,,11.321,,,,,,,,,,,,,,,,,,,,,,8015,8015,,nan,,,,,-121.36,1.76,,,-121.36,1.76,-122.75,1.35,,,0,9.85E-32,3.78E-19,1.09E-29,9.85E-32,3.78E-19,1.09E-29,
72,Pulsating,5112156,nodata,new detection,NGC 6819 35,Gaia DR3 2076488873696651264,,field,solar-like,NEW,below RGB,0.279639,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_072.png,https://drive.google.com/file/d/13z70KtmooOW7lMaBTilZhz2gnYd5mWKF/view?usp=sharing,https://drive.google.com/file/d/1rG87gOxPV_rTdBAVvqqlbbGbcl_73d0C/view?usp=sharing,19 40 59.63 +40 15 35.91,295.2484724,40.25997461,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.24847239999997%2040.25997461,3.576039108,0.1058296766,0.021258159,-2.376195762,0.023652798,-2.775685072,0.025733452,1.4350166,1.2586937,15.40337,13.587,12.986,12.842,17.6961,0.05371405775,15.8,0.005,1.047,0.022,1.263,0.007,,,16.2907,0.0069,15.4042,0.0023,15.0312,0.0028,14.8232,0.0047,14.7043,0.0028,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,1.37E-16,8.76E-10,1.16E-15,1.37E-16,8.76E-10,1.16E-15,
73,Rotational,5112144,nodata,new detection,GAIA DR2 2076488014703180416,Gaia DR3 2076488014703180416,,field,rotating,NEW,MS,26.861384,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_073.png,https://drive.google.com/file/d/1y0bz_NWf7W3UiAO98rxbloLNAGSb4Mza/view?usp=sharing,https://drive.google.com/file/d/1aBBg44Byv6kFCmSToNO3Ll1dAxxT7fiF/view?usp=sharing,19 40 59.06 +40 14 37.48,295.2460753,40.2437447,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.24607530000003%2040.24374470000001,0.03722816367,0.5322702412,0.04988595,-4.527459359,0.0531414,-12.47681916,0.06085222,1.2050171,1.2212452,17.006042,15.48,14.997,15.142,15.3369,0.0728127736,17.382,0.004,0.788,0.033,0.99,0.007,,,17.683,0.0035,16.9782,0.0051,16.7229,0.0036,16.6196,0.0075,16.535,0.0079,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,0,0,0,0,0,0,
